url,name,brand,price,currency,specs,spec_pricejsonld,spec_currencyjsonld,spec_sku,spec_mpn,spec_metadescription,spec_ogdescription,spec_manufacturers-part-number,spec_brand,spec_material,spec_package-quantity,spec_description,spec_country-of-origin,spec_length,spec_finish,spec_size,spec_unit-of-measurement,spec_type,spec_color,spec_height,spec_width,spec_head,spec_grade,spec_warranty,spec_certifications,spec_weight,spec_diameter,spec_thread,spec_gauge,spec_style,spec_weight-capacity,spec_includes,spec_thread-size,spec_for-use-with,spec_series,spec_full-or-partial-thread,spec_number-of-pieces,spec_depth,spec_thread-length,spec_load-capacity-range,spec_thickness,spec_drive,spec_base-diameter,spec_design,spec_threading-type,spec_alloy,spec_padlock-capacity,spec_installed-length,spec_crown,spec_body-material,spec_units,spec_inner-diameter,spec_fastener-collation,spec_interior-or-exterior-use,spec_pin-diameter,spec_stud-length,spec_pin-length,spec_fire-rating,spec_af,spec_mounting-distance,spec_spring-rate,spec_max-travel,spec_body-mount-material,spec_durometer,spec_cover-plate-material,spec_insert-material,spec_nose-material,spec_fits-door-thickness,spec_end-pressure-start,spec_end-pressure-full,spec_vertical-lifting-load,spec_mounting-location,spec_package-includes,spec_max-deflection,spec_adhesive,spec_set-screw-body-material,spec_ball-material,spec_knob-diameter,spec_mounting-dimensions,spec_cutting-point
https://www.globalindustrial.com/p/standard-coil-thread-repair-kit-for-metal-10-24-x-15d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,Standard Coil Thread Repair Kit For Metal - 10-24 x 1.5D,,149.95,USD,"{""price_jsonld"":""52.95"",""currency_jsonld"":""USD"",""sku"":""B1141110"",""mpn"":""SK20615"",""brand"":""E-Z Coil"",""Length"":""0.285 in"",""Size"":""10-24"",""Thread Type"":""Coarse"",""Type"":""Standard Kit"",""Number of Pieces"":""14"",""Style"":""Freerunning"",""Includes"":""10 Inserts, Drill, STI Tap, Install Tool and Tang Break Tool"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Description"":""Coil Thread Repair Kit For Metal"",""Manufacturers Part Number"":""SK20615"",""Brand"":""E-Z Coil"",""meta_description"":""Standard Coil Thread Repair Kit For Metal - 10-24 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""Standard Coil Thread Repair Kit For Metal - 10-24 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",52.95,USD,B1141110,SK20615,Standard Coil Thread Repair Kit For Metal - 10-24 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,Standard Coil Thread Repair Kit For Metal - 10-24 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,SK20615,E-Z Coil,Stainless Steel,1,Coil Thread Repair Kit For Metal,,0.285 in,,10-24,,Standard Kit,,,,,,,,,,,,Freerunning,,"10 Inserts, Drill, STI Tap, Install Tool and Tang Break Tool",,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/chrislynn-helical-thread-single-size-repair-kit-m22x15-rh?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,Chrislynn Helical Thread Single Size Repair Kit M22x1.5 Right Hand,,595.00,USD,"{""price_jsonld"":""285.95"",""currency_jsonld"":""USD"",""sku"":""B1374905"",""mpn"":""82182"",""brand"":""Chrislynn"",""Size"":""M22 x 1.5"",""Tap Drill Size"":""57/64\"""",""Type"":""Single Size Repair Kit"",""Number of Pieces"":""4"",""Description"":""Coil Thread Repair Kit"",""Manufacturers Part Number"":""82182"",""Brand"":""Chrislynn"",""meta_description"":""Chrislynn Helical Thread Single Size Repair Kit M22x1.5 Right Hand. Ships in One Business Day. Buy it and Save at Globalindustrial.com"",""og_description"":""Chrislynn Helical Thread Single Size Repair Kit M22x1.5 Right Hand. Ships in One Business Day. Buy it and Save at Globalindustrial.com""}",285.95,USD,B1374905,82182,Chrislynn Helical Thread Single Size Repair Kit M22x1.5 Right Hand. Ships in One Business Day. Buy it and Save at Globalindustrial.com,Chrislynn Helical Thread Single Size Repair Kit M22x1.5 Right Hand. Ships in One Business Day. Buy it and Save at Globalindustrial.com,82182,Chrislynn,,,Coil Thread Repair Kit,,,,M22 x 1.5,,Single Size Repair Kit,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/thread-repair-kit-for-metal-standard-wall-stainless-steel-14-28-x-716-14?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""92.95"",""currency_jsonld"":""USD"",""sku"":""B3221675"",""mpn"":""EZ-303-428"",""brand"":""E-Z Lok"",""Size"":""1/4 - 28"",""Type"":""Thread Repair Kit"",""Number of Pieces"":""13"",""Country of Origin"":""Made In USA"",""Includes"":""(10x) 303-428, (1x) 500-3, (1x) 360-U, (1x) 570-5"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EZ-303-428"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 1/4-28 x 7/16-14. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 1/4-28 x 7/16-14. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",92.95,USD,B3221675,EZ-303-428,"E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 1/4-28 x 7/16-14. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 1/4-28 x 7/16-14. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EZ-303-428,E-Z Lok,Stainless Steel,1,,Made In USA,,,1/4 - 28,,Thread Repair Kit,,,,,,,,,,,,,,"(10x) 303-428, (1x) 500-3, (1x) 360-U, (1x) 570-5",,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/thread-repair-kit-for-metal-standard-wall-stainless-steel-10-32-x-38-16?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""72.95"",""currency_jsonld"":""USD"",""sku"":""B3221731"",""mpn"":""EZ-303-332"",""brand"":""E-Z Lok"",""Size"":""10 - 32"",""Type"":""Thread Repair Kit"",""Number of Pieces"":""13"",""Country of Origin"":""Made In USA"",""Includes"":""(10x) 303-332, (1x) 500-2, (1x) 360-516, (1x) 571-4"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EZ-303-332"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 10-32 x 3/8-16. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 10-32 x 3/8-16. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",72.95,USD,B3221731,EZ-303-332,"E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 10-32 x 3/8-16. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 10-32 x 3/8-16. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EZ-303-332,E-Z Lok,Stainless Steel,1,,Made In USA,,,10 - 32,,Thread Repair Kit,,,,,,,,,,,,,,"(10x) 303-332, (1x) 500-2, (1x) 360-516, (1x) 571-4",,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/standard-coil-thread-repair-kit-for-metal-1-4-28-x-15d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,Standard Coil Thread Repair Kit For Metal - 1/4-28 x 1.5D,,229.95,USD,"{""price_jsonld"":""58.95"",""currency_jsonld"":""USD"",""sku"":""B1141137"",""mpn"":""SK30815"",""brand"":""E-Z Coil"",""Length"":""0.375 in"",""Size"":""1/4-28"",""Thread Type"":""Fine"",""Style"":""Freerunning"",""Type"":""Standard Kit"",""Number of Pieces"":""14"",""Includes"":""10 Inserts, Drill, STI Tap, Install Tool and Tang Break Tool"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Description"":""Coil Thread Repair Kit For Metal"",""Manufacturers Part Number"":""SK30815"",""Brand"":""E-Z Coil"",""meta_description"":""Standard Coil Thread Repair Kit For Metal - 1/4-28 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""Standard Coil Thread Repair Kit For Metal - 1/4-28 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",58.95,USD,B1141137,SK30815,Standard Coil Thread Repair Kit For Metal - 1/4-28 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,Standard Coil Thread Repair Kit For Metal - 1/4-28 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,SK30815,E-Z Coil,Stainless Steel,1,Coil Thread Repair Kit For Metal,,0.375 in,,1/4-28,,Standard Kit,,,,,,,,,,,,Freerunning,,"10 Inserts, Drill, STI Tap, Install Tool and Tang Break Tool",,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/e-z-coil-economy-thread-repair-kit-for-metal-14-20-x-1d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""27.95"",""currency_jsonld"":""USD"",""sku"":""B3221688"",""mpn"":""EK20810"",""brand"":""E-Z Lok"",""Size"":""1/4 - 20"",""Type"":""Economy Kit"",""Number of Pieces"":""12"",""Country of Origin"":""Great Britain"",""Includes"":""(10x) 20810, (1x) M1009, (1x) 20870"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EK20810"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, 1/4-20 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, 1/4-20 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",27.95,USD,B3221688,EK20810,"E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, 1/4-20 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, 1/4-20 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EK20810,E-Z Lok,Stainless Steel,1,,Great Britain,,,1/4 - 20,,Economy Kit,,,,,,,,,,,,,,"(10x) 20810, (1x) M1009, (1x) 20870",,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/threaded-insert-installation-kit-for-hard-wood-brass-10-24-ez-400-3?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,E-Z Knife™ Threaded Insert Installation Kit for Hard Wood - Brass - 10-24 - EZ-400-3,,55.50,USD,"{""price_jsonld"":""24.25"",""currency_jsonld"":""USD"",""sku"":""B2299885"",""mpn"":""EZ-400-3"",""brand"":""EZ Lok"",""Size"":""10-24"",""Unit of Measurement"":""Inch (Imperial)"",""Type"":""Hard Wood"",""Country of Origin"":""Taiwan"",""Material"":""Brass"",""Description"":""Thread Repair Kit for Wood - Knife Thread Inserts"",""Manufacturers Part Number"":""EZ-400-3"",""Brand"":""EZ Lok"",""meta_description"":""E-Z Knife&#8482; Threaded Insert Installation Kit for Hard Wood - Brass - 10-24 - EZ-400-3. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Knife&#8482; Threaded Insert Installation Kit for Hard Wood - Brass - 10-24 - EZ-400-3. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",24.25,USD,B2299885,EZ-400-3,E-Z Knife&#8482; Threaded Insert Installation Kit for Hard Wood - Brass - 10-24 - EZ-400-3. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,E-Z Knife&#8482; Threaded Insert Installation Kit for Hard Wood - Brass - 10-24 - EZ-400-3. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,EZ-400-3,EZ Lok,Brass,,Thread Repair Kit for Wood - Knife Thread Inserts,Taiwan,,,10-24,Inch (Imperial),Hard Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/economy-coil-thread-repair-kit-for-metal-1-8-x-15d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""165.95"",""currency_jsonld"":""USD"",""sku"":""B1141146"",""mpn"":""EK21715"",""brand"":""E-Z Coil"",""Length"":""1.5\"" yd"",""Size"":""1-8"",""Thread Type"":""Coarse"",""Style"":""Freerunning"",""Type"":""Economy Kit"",""Number of Pieces"":""7"",""Includes"":""5 Inserts, STI Tap, and Combo Install/Tang Break Tool"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Description"":""Coil Thread Repair Kit For Metal"",""Manufacturers Part Number"":""EK21715"",""Brand"":""E-Z Coil"",""meta_description"":""Economy Coil Thread Repair Kit For Metal - 1-8 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""Economy Coil Thread Repair Kit For Metal - 1-8 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",165.95,USD,B1141146,EK21715,Economy Coil Thread Repair Kit For Metal - 1-8 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,Economy Coil Thread Repair Kit For Metal - 1-8 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,EK21715,E-Z Coil,Stainless Steel,1,Coil Thread Repair Kit For Metal,,"1.5"" yd",,1-8,,Economy Kit,,,,,,,,,,,,Freerunning,,"5 Inserts, STI Tap, and Combo Install/Tang Break Tool",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/economy-coil-thread-repair-kit-for-metal-m3-05-x-15d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,Economy Coil Thread Repair Kit For Metal - M3-0.5 x 1.5D,,135.00,USD,"{""price_jsonld"":""35.95"",""currency_jsonld"":""USD"",""sku"":""B1141163"",""mpn"":""EK40215"",""brand"":""E-Z Coil"",""Length"":""4.5 mm"",""Size"":""M3 x 0.5"",""Thread Type"":""Coarse"",""Style"":""Freerunning"",""Type"":""Economy Kit"",""Number of Pieces"":""12"",""Includes"":""10 Inserts, STI Tap, and Combo Install/Tang Break Tool"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Description"":""Coil Thread Repair Kit For Metal"",""Manufacturers Part Number"":""EK40215"",""Brand"":""E-Z Coil"",""meta_description"":""Economy Coil Thread Repair Kit For Metal - M3-0.5 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""Economy Coil Thread Repair Kit For Metal - M3-0.5 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",35.95,USD,B1141163,EK40215,Economy Coil Thread Repair Kit For Metal - M3-0.5 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,Economy Coil Thread Repair Kit For Metal - M3-0.5 x 1.5D. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,EK40215,E-Z Coil,Stainless Steel,1,Coil Thread Repair Kit For Metal,,4.5 mm,,M3 x 0.5,,Economy Kit,,,,,,,,,,,,Freerunning,,"10 Inserts, STI Tap, and Combo Install/Tang Break Tool",,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/e-z-press-threaded-insert-assortment-kit-reverse-brass-2-56-to-14-20?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""85.95"",""currency_jsonld"":""USD"",""sku"":""B3221916"",""mpn"":""EZ-260-RS"",""brand"":""E-Z Lok"",""Size"":""Various"",""Type"":""Threaded Insert Kit"",""Number of Pieces"":""250"",""Country of Origin"":""Taiwan"",""Includes"":""(50x) 260-002-RS, (50x) 260-004-RS, (50x) 260-006-RS, (50x) 260-008-RS"",""Material"":""Brass"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EZ-260-RS"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; E-Z Press&#153; Threaded Insert Assortment Kit, Reverse, Brass, 2-56 to 1/4-20. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; E-Z Press&#153; Threaded Insert Assortment Kit, Reverse, Brass, 2-56 to 1/4-20. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",85.95,USD,B3221916,EZ-260-RS,"E-Z Lok&#153; E-Z Press&#153; Threaded Insert Assortment Kit, Reverse, Brass, 2-56 to 1/4-20. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; E-Z Press&#153; Threaded Insert Assortment Kit, Reverse, Brass, 2-56 to 1/4-20. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EZ-260-RS,E-Z Lok,Brass,1,,Taiwan,,,Various,,Threaded Insert Kit,,,,,,,,,,,,,,"(50x) 260-002-RS, (50x) 260-004-RS, (50x) 260-006-RS, (50x) 260-008-RS",,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/kit-assortment-inserts-for-metal-ez-c816?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,Kit Assortment - Inserts For Metal - EZ-C816 - Made In USA,,85.95,USD,"{""price_jsonld"":""105.95"",""currency_jsonld"":""USD"",""sku"":""B435578"",""mpn"":""EZ-C816"",""brand"":""EZ Lok"",""Size"":""1/2-13 to 1-8"",""Alloy"":""12L14"",""Style"":""Imperial"",""Threading Type"":""Coarse"",""Country of Origin"":""Made in USA"",""Material"":""Carbon Steel"",""Package Quantity"":""1"",""Description"":""Assortment Kit"",""Manufacturers Part Number"":""EZ-C816"",""Design"":""Heavy Wall"",""Brand"":""EZ Lok"",""meta_description"":""Kit Assortment - Inserts For Metal - EZ-C816 - Made In USA. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""Kit Assortment - Inserts For Metal - EZ-C816 - Made In USA. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",105.95,USD,B435578,EZ-C816,Kit Assortment - Inserts For Metal - EZ-C816 - Made In USA. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,Kit Assortment - Inserts For Metal - EZ-C816 - Made In USA. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,EZ-C816,EZ Lok,Carbon Steel,1,Assortment Kit,Made in USA,,,1/2-13 to 1-8,,,,,,,,,,,,,,Imperial,,,,,,,,,,,,,,Heavy Wall,Coarse,12L14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/thread-repair-kit-for-metal-standard-wall-stainless-steel-38-24-x-916-12?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""115.95"",""currency_jsonld"":""USD"",""sku"":""B3221985"",""mpn"":""EZ-303-624"",""brand"":""E-Z Lok"",""Size"":""3/8 - 24"",""Type"":""Thread Repair Kit"",""Number of Pieces"":""13"",""Country of Origin"":""Made In USA"",""Includes"":""(10x) 303-624, (1x) 500-5, (1x) 360-3164, (1x) 570-7"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EZ-303-624"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 3/8-24 x 9/16-12. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 3/8-24 x 9/16-12. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",115.95,USD,B3221985,EZ-303-624,"E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 3/8-24 x 9/16-12. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; Thread Repair Kit For Metal, Standard Wall, Stainless Steel, 3/8-24 x 9/16-12. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EZ-303-624,E-Z Lok,Stainless Steel,1,,Made In USA,,,3/8 - 24,,Thread Repair Kit,,,,,,,,,,,,,,"(10x) 303-624, (1x) 500-5, (1x) 360-3164, (1x) 570-7",,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/e-z-coil-economy-thread-repair-kit-for-metal-m11-15-x-1d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""59.95"",""currency_jsonld"":""USD"",""sku"":""B3221847"",""mpn"":""EK42210"",""brand"":""E-Z Lok"",""Size"":""M11 - 1.5"",""Type"":""Economy Kit"",""Number of Pieces"":""1"",""Country of Origin"":""Great Britain"",""Includes"":""(10x) 42210, (1x) M1014, (1x) 42270"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EK42210"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M11-1.5 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M11-1.5 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",59.95,USD,B3221847,EK42210,"E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M11-1.5 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M11-1.5 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EK42210,E-Z Lok,Stainless Steel,1,,Great Britain,,,M11 - 1.5,,Economy Kit,,,,,,,,,,,,,,"(10x) 42210, (1x) M1014, (1x) 42270",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/thread-repair-kit-for-metal-standard-wall-m8-1-25-x-1-2-13-ez-650-8?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,E-Z LOK™ Thread Repair Kit for Metal - Standard Wall - M8-1.25 x 1/2-13 - EZ-650-8,,179.90,USD,"{""price_jsonld"":""115.95"",""currency_jsonld"":""USD"",""sku"":""B2299889"",""mpn"":""EZ-650-8"",""brand"":""EZ Lok"",""Size"":""M8-1.25 x 1/2-13"",""Unit of Measurement"":""Metric / Inch (Imperial)"",""Type"":""Standard Wall - Metric ID / Inch OD"",""Country of Origin"":""Made In USA"",""Material"":""Carbon Steel"",""Description"":""Thread Repair Kit for Metal; Solid Wall Inserts"",""Manufacturers Part Number"":""EZ-650-8"",""Brand"":""EZ Lok"",""meta_description"":""E-Z LOK&#8482; Thread Repair Kit for Metal - Standard Wall - M8-1.25 x 1/2-13 - EZ-650-8. Usually ships in 1 day. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z LOK&#8482; Thread Repair Kit for Metal - Standard Wall - M8-1.25 x 1/2-13 - EZ-650-8. Usually ships in 1 day. Buy it and Save at Globalindustrial.com""}",115.95,USD,B2299889,EZ-650-8,E-Z LOK&#8482; Thread Repair Kit for Metal - Standard Wall - M8-1.25 x 1/2-13 - EZ-650-8. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,E-Z LOK&#8482; Thread Repair Kit for Metal - Standard Wall - M8-1.25 x 1/2-13 - EZ-650-8. Usually ships in 1 day. Buy it and Save at Globalindustrial.com,EZ-650-8,EZ Lok,Carbon Steel,,Thread Repair Kit for Metal; Solid Wall Inserts,Made In USA,,,M8-1.25 x 1/2-13,Metric / Inch (Imperial),Standard Wall - Metric ID / Inch OD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/e-z-coil-economy-thread-repair-kit-for-metal-m16-20-x-1d?referer=L2MvZmFzdGVuZXJzL2Zhc3RlbmVyX2hhcmR3YXJlX2tpdHMvdGhyZWFkZWRfaW5zZXJ0X2tpdHM%3D,,,,,"{""price_jsonld"":""67.95"",""currency_jsonld"":""USD"",""sku"":""B3221728"",""mpn"":""EK41210"",""brand"":""E-Z Lok"",""Size"":""M16 - 2.0"",""Type"":""Economy Kit"",""Number of Pieces"":""1"",""Country of Origin"":""Great Britain"",""Includes"":""(5x) 41210, (1x) M1018, (1x) 41270"",""Material"":""Stainless Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""EK41210"",""Brand"":""E-Z Lok"",""meta_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M16-2.0 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M16-2.0 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",67.95,USD,B3221728,EK41210,"E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M16-2.0 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com","E-Z Lok&#153; E-Z Coil&#153; Economy Thread Repair Kit For Metal, M16-2.0 x 1D. Usually ships in2 days. Buy it and Save at Globalindustrial.com",EK41210,E-Z Lok,Stainless Steel,1,,Great Britain,,,M16 - 2.0,,Economy Kit,,,,,,,,,,,,,,"(5x) 41210, (1x) M1018, (1x) 41270",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
