left_idx,right_idx,sem_score,left_sig,right_sig
80,79,0.131,bumper height,bumper width
80,209,0.114,bumper height,opening height
80,94,0.113,bumper height,mount height
80,145,0.09,bumper height,base height
80,208,0.086,bumper height,overall frame height
80,103,0.085,bumper height,handle height
80,88,0.082,bumper height,ball height
80,234,0.063,bumper height,pad height (l3)
80,231,0.056,bumper height,base height (l2)
81,48,0.085,backing material,body material
81,8,0.081,backing material,material
81,160,0.075,backing material,container material
81,75,0.068,backing material,ball material
81,65,0.068,backing material,nose material
81,113,0.067,backing material,leveler material
81,204,0.061,backing material,frame material
81,195,0.061,backing material,knob material
81,164,0.053,backing material,handle material
81,74,0.052,backing material,set screw body material
82,253,0.0,hardness,military standard equivalent
82,79,0.0,hardness,bumper width
82,92,0.0,hardness,drill size
82,91,0.0,hardness,top screw/rod diameter
82,90,0.0,hardness,similar to
82,89,0.0,hardness,full ball diameter
82,88,0.0,hardness,ball height
82,87,0.0,hardness,lock nut
82,86,0.0,hardness,lock out
82,85,0.0,hardness,body finish
83,99,0.249,door handle type,handle type
83,172,0.136,door handle type,accessory type
83,98,0.114,door handle type,handle length
83,171,0.112,door handle type,door thickness
83,240,0.087,door handle type,handle diameter
83,103,0.084,door handle type,handle height
83,84,0.075,door handle type,thread type
83,16,0.075,door handle type,type
83,136,0.072,door handle type,max door width
83,221,0.072,door handle type,staple type
84,26,0.274,thread type,thread
84,207,0.163,thread type,coarse or fine thread
84,128,0.145,thread type,thread (d2)
84,108,0.143,thread type,thread (d1)
84,183,0.136,thread type,d thread
84,37,0.112,thread type,thread length
84,16,0.095,thread type,type
84,221,0.091,thread type,staple type
84,106,0.089,thread type,drive type
84,43,0.089,thread type,threading type
85,13,0.802,body finish,finish
85,48,0.112,body finish,body material
85,4,0.096,body finish,meta_description
85,5,0.096,body finish,og_description
85,176,0.091,body finish,body length
85,124,0.09,body finish,body diameter
85,74,0.068,body finish,set screw body material
85,61,0.056,body finish,body mount material
85,84,0.0,body finish,thread type
85,81,0.0,body finish,backing material
86,87,0.258,lock out,lock nut
86,73,0.141,lock out,adhesive
86,250,0.137,lock out,casters
86,249,0.137,lock out,stackable
86,167,0.137,lock out,recyclable
86,189,0.092,lock out,audit trail
86,117,0.092,lock out,assembly required
86,114,0.092,lock out,locking element
86,228,0.066,lock out,made in the usa
86,81,0.0,lock out,backing material
87,86,0.258,lock nut,lock out
87,173,0.164,lock nut,nut size
87,73,0.143,lock nut,adhesive
87,250,0.139,lock nut,casters
87,249,0.139,lock nut,stackable
87,167,0.139,lock nut,recyclable
87,189,0.094,lock nut,audit trail
87,117,0.094,lock nut,assembly required
87,114,0.094,lock nut,locking element
87,228,0.067,lock nut,made in the usa
88,18,0.194,ball height,height
88,231,0.188,ball height,base height (l2)
88,75,0.116,ball height,ball material
88,239,0.114,ball height,ball diameter
88,209,0.111,ball height,opening height
88,94,0.11,ball height,mount height
88,89,0.108,ball height,full ball diameter
88,135,0.106,ball height,flat ball diameter
88,145,0.088,ball height,base height
88,208,0.084,ball height,overall frame height
89,239,0.252,full ball diameter,ball diameter
89,135,0.235,full ball diameter,flat ball diameter
89,88,0.108,full ball diameter,ball height
89,75,0.095,full ball diameter,ball material
89,157,0.094,full ball diameter,hole diameter
89,144,0.089,full ball diameter,resistance
89,68,0.082,full ball diameter,end pressure full
89,34,0.072,full ball diameter,full or partial thread
89,177,0.062,full ball diameter,nose diameter
89,247,0.062,full ball diameter,wheel diameter
90,192,0.085,similar to,stud
90,191,0.065,similar to,temperature resistance
90,220,0.065,similar to,machine compatibility
90,143,0.05,similar to,max door thickness
90,89,0.0,similar to,full ball diameter
90,88,0.0,similar to,ball height
90,87,0.0,similar to,lock nut
90,78,0.0,similar to,cutting point
90,85,0.0,similar to,body finish
90,84,0.0,similar to,thread type
91,193,0.16,top screw/rod diameter,top diameter
91,179,0.136,top screw/rod diameter,screw type
91,157,0.092,top screw/rod diameter,hole diameter
91,10,0.073,top screw/rod diameter,description
91,100,0.073,top screw/rod diameter,number of screw holes
91,177,0.061,top screw/rod diameter,nose diameter
91,247,0.061,top screw/rod diameter,wheel diameter
91,188,0.06,top screw/rod diameter,bypass diameter
91,74,0.059,top screw/rod diameter,set screw body material
91,25,0.058,top screw/rod diameter,diameter
92,121,0.25,drill size,tap drill size
92,213,0.243,drill size,dimension l4
92,72,0.121,drill size,max deflection
92,137,0.112,drill size,square size
92,58,0.102,drill size,mounting distance
92,95,0.101,drill size,bolt size
92,31,0.083,drill size,thread size
92,194,0.082,drill size,hole size
92,14,0.078,drill size,size
92,126,0.077,drill size,spindle size
93,206,0.105,max load,load @ solid weight
93,69,0.102,max load,vertical lifting load
93,24,0.099,max load,weight
93,107,0.09,max load,torque
93,72,0.076,max load,max deflection
93,38,0.075,max load,load capacity range
93,112,0.075,max load,max hole spacing
93,60,0.073,max load,max travel
93,122,0.072,max load,max user codes
93,97,0.066,max load,rated load
94,18,0.57,mount height,height
94,209,0.328,mount height,opening height
94,208,0.247,mount height,overall frame height
94,120,0.145,mount height,mount hole diameter
94,145,0.121,mount height,base height
94,103,0.115,mount height,handle height
94,80,0.113,mount height,bumper height
94,88,0.11,mount height,ball height
94,61,0.094,mount height,body mount material
94,234,0.086,mount height,pad height (l3)
95,137,0.137,bolt size,square size
95,92,0.101,bolt size,drill size
95,31,0.101,bolt size,thread size
95,194,0.1,bolt size,hole size
95,14,0.096,bolt size,size
95,126,0.094,bolt size,spindle size
95,109,0.092,bolt size,hex key size
95,173,0.09,bolt size,nut size
95,129,0.09,bolt size,bore size
95,151,0.075,bolt size,hex size
96,72,0.251,deflection,max deflection
96,105,0.205,deflection,deflection at solid load
96,12,0.093,deflection,length
96,18,0.077,deflection,height
96,57,0.075,deflection,a/f
96,180,0.072,deflection,dimension a
96,244,0.067,deflection,base
96,36,0.063,deflection,depth
96,216,0.063,deflection,bore
96,125,0.061,deflection,radius
97,120,0.087,rated load,mount hole diameter
97,235,0.084,rated load,thread length (l1)
97,105,0.067,rated load,deflection at solid load
97,206,0.066,rated load,load @ solid weight
97,93,0.066,rated load,max load
97,69,0.064,rated load,vertical lifting load
97,38,0.047,rated load,load capacity range
97,87,0.0,rated load,lock nut
97,80,0.0,rated load,bumper height
97,86,0.0,rated load,lock out
98,12,0.375,handle length,length
98,37,0.344,handle length,thread length
98,219,0.316,handle length,leg length
98,185,0.153,handle length,staple length
98,240,0.144,handle length,handle diameter
98,103,0.139,handle length,handle height
98,176,0.119,handle length,body length
98,54,0.116,handle length,stud length
98,83,0.114,handle length,door handle type
98,156,0.111,handle length,nose length
99,83,0.249,handle type,door handle type
99,98,0.111,handle type,handle length
99,240,0.085,handle type,handle diameter
99,103,0.081,handle type,handle height
99,84,0.073,handle type,thread type
99,16,0.073,handle type,type
99,221,0.07,handle type,staple type
99,43,0.069,handle type,threading type
99,248,0.069,handle type,wheel type
99,106,0.069,handle type,drive type
100,161,0.316,number of screw holes,number of items
100,149,0.316,number of screw holes,number of keys
100,35,0.251,number of screw holes,number of pieces
100,179,0.138,number of screw holes,screw type
100,6,0.078,number of screw holes,manufacturers part number
100,10,0.075,number of screw holes,description
100,11,0.073,number of screw holes,country of origin
100,91,0.073,number of screw holes,top screw/rod diameter
100,202,0.067,number of screw holes,compatible part/model number
100,169,0.064,number of screw holes,feet of head
101,180,0.204,dimension h1,dimension a
101,150,0.129,dimension h1,dimension w
101,212,0.124,dimension h1,dimension b
101,153,0.12,dimension h1,dimension l3
101,182,0.119,dimension h1,dimension e
101,181,0.119,dimension h1,dimension l
101,102,0.096,dimension h1,dimension d2
101,152,0.095,dimension h1,dimension l2
101,213,0.095,dimension h1,dimension l4
101,139,0.094,dimension h1,dimension d1
102,156,0.264,dimension d2,nose length
102,128,0.183,dimension d2,thread (d2)
102,180,0.164,dimension d2,dimension a
102,214,0.114,dimension d2,d2 tapped
102,150,0.104,dimension d2,dimension w
102,212,0.1,dimension d2,dimension b
102,153,0.097,dimension d2,dimension l3
102,182,0.096,dimension d2,dimension e
102,101,0.096,dimension d2,dimension h1
102,181,0.096,dimension d2,dimension l
103,18,0.201,handle height,height
103,98,0.139,handle height,handle length
103,209,0.115,handle height,opening height
103,94,0.115,handle height,mount height
103,240,0.106,handle height,handle diameter
103,145,0.092,handle height,base height
103,208,0.087,handle height,overall frame height
103,80,0.085,handle height,bumper height
103,83,0.084,handle height,door handle type
103,88,0.083,handle height,ball height
104,180,0.158,dimension h2,dimension a
104,150,0.1,dimension h2,dimension w
104,212,0.096,dimension h2,dimension b
104,153,0.093,dimension h2,dimension l3
104,182,0.092,dimension h2,dimension e
104,101,0.092,dimension h2,dimension h1
104,181,0.092,dimension h2,dimension l
104,102,0.074,dimension h2,dimension d2
104,152,0.074,dimension h2,dimension l2
104,213,0.074,dimension h2,dimension l4
105,96,0.205,deflection at solid load,deflection
105,206,0.144,deflection at solid load,load @ solid weight
105,72,0.109,deflection at solid load,max deflection
105,97,0.067,deflection at solid load,rated load
105,93,0.06,deflection at solid load,max load
105,69,0.058,deflection at solid load,vertical lifting load
105,38,0.043,deflection at solid load,load capacity range
105,12,0.04,deflection at solid load,length
105,18,0.033,deflection at solid load,height
105,57,0.032,deflection at solid load,a/f
106,40,0.222,drive type,drive
106,84,0.089,drive type,thread type
106,16,0.089,drive type,type
106,221,0.086,drive type,staple type
106,248,0.084,drive type,wheel type
106,43,0.084,drive type,threading type
106,119,0.083,drive type,exit type
106,83,0.07,drive type,door handle type
106,99,0.069,drive type,handle type
106,172,0.068,drive type,accessory type
107,131,0.109,torque,flange diameter
107,93,0.09,torque,max load
107,85,0.0,torque,body finish
107,80,0.0,torque,bumper height
107,81,0.0,torque,backing material
107,82,0.0,torque,hardness
107,83,0.0,torque,door handle type
107,84,0.0,torque,thread type
107,253,0.0,torque,military standard equivalent
107,79,0.0,torque,bumper width
108,128,0.21,thread (d1),thread (d2)
108,183,0.197,thread (d1),d thread
108,139,0.194,thread (d1),dimension d1
108,37,0.162,thread (d1),thread length
108,233,0.162,thread (d1),base diameter (d1)
108,26,0.148,thread (d1),thread
108,84,0.143,thread (d1),thread type
108,31,0.118,thread (d1),thread size
108,238,0.114,thread (d1),spindle thread
108,166,0.108,thread (d1),d2 thread
109,20,0.184,hex key size,head
109,151,0.176,hex key size,hex size
109,165,0.133,hex key size,int. hex
109,137,0.13,hex key size,square size
109,232,0.124,hex key size,hex flats (a/f)
109,95,0.092,hex key size,bolt size
109,14,0.091,hex key size,size
109,126,0.089,hex key size,spindle size
109,129,0.086,hex key size,bore size
109,173,0.086,hex key size,nut size
110,94,0.0,keyway,mount height
110,92,0.0,keyway,drill size
110,91,0.0,keyway,top screw/rod diameter
110,90,0.0,keyway,similar to
110,89,0.0,keyway,full ball diameter
110,88,0.0,keyway,ball height
110,87,0.0,keyway,lock nut
110,86,0.0,keyway,lock out
110,85,0.0,keyway,body finish
110,84,0.0,keyway,thread type
111,157,0.089,pull ring diameter,hole diameter
111,177,0.059,pull ring diameter,nose diameter
111,247,0.058,pull ring diameter,wheel diameter
111,188,0.057,pull ring diameter,bypass diameter
111,25,0.056,pull ring diameter,diameter
111,50,0.051,pull ring diameter,inner diameter
111,41,0.047,pull ring diameter,base diameter
111,124,0.047,pull ring diameter,body diameter
111,239,0.046,pull ring diameter,ball diameter
111,53,0.045,pull ring diameter,pin diameter
112,157,0.206,max hole spacing,hole diameter
112,72,0.108,max hole spacing,max deflection
112,60,0.104,max hole spacing,max travel
112,122,0.103,max hole spacing,max user codes
112,194,0.102,max hole spacing,hole size
112,146,0.098,max hole spacing,hole center
112,237,0.089,max hole spacing,mounting hole diameter
112,120,0.089,max hole spacing,mount hole diameter
112,136,0.078,max hole spacing,max door width
112,93,0.075,max hole spacing,max load
113,75,0.57,leveler material,ball material
113,65,0.565,leveler material,nose material
113,74,0.431,leveler material,set screw body material
113,48,0.171,leveler material,body material
113,8,0.162,leveler material,material
113,64,0.079,leveler material,insert material
113,63,0.074,leveler material,cover plate material
113,160,0.067,leveler material,container material
113,81,0.067,leveler material,backing material
113,204,0.055,leveler material,frame material
114,73,0.139,locking element,adhesive
114,250,0.135,locking element,casters
114,249,0.135,locking element,stackable
114,167,0.135,locking element,recyclable
114,87,0.094,locking element,lock nut
114,86,0.092,locking element,lock out
114,189,0.091,locking element,audit trail
114,117,0.091,locking element,assembly required
114,228,0.066,locking element,made in the usa
114,81,0.0,locking element,backing material
115,67,0.333,start-end pressure,end pressure start
115,68,0.251,start-end pressure,end pressure full
115,116,0.244,start-end pressure,final end pressure
115,24,0.099,start-end pressure,weight
115,170,0.071,start-end pressure,back pressure
115,29,0.053,start-end pressure,weight capacity
115,206,0.046,start-end pressure,load @ solid weight
115,93,0.046,start-end pressure,max load
115,69,0.045,start-end pressure,vertical lifting load
115,59,0.041,start-end pressure,spring rate
116,68,0.249,final end pressure,end pressure full
116,67,0.247,final end pressure,end pressure start
116,115,0.244,final end pressure,start-end pressure
116,24,0.099,final end pressure,weight
116,170,0.071,final end pressure,back pressure
116,29,0.053,final end pressure,weight capacity
116,206,0.046,final end pressure,load @ solid weight
116,93,0.046,final end pressure,max load
116,69,0.044,final end pressure,vertical lifting load
116,59,0.041,final end pressure,spring rate
117,73,0.139,assembly required,adhesive
117,250,0.135,assembly required,casters
117,249,0.135,assembly required,stackable
117,167,0.135,assembly required,recyclable
117,87,0.094,assembly required,lock nut
117,86,0.092,assembly required,lock out
117,189,0.091,assembly required,audit trail
117,114,0.091,assembly required,locking element
117,228,0.066,assembly required,made in the usa
117,81,0.0,assembly required,backing material
118,211,0.355,assembled width,opening width
118,19,0.157,assembled width,width
118,218,0.123,assembled width,crown width
118,175,0.121,assembled width,plate width
118,79,0.12,assembled width,bumper width
118,136,0.106,assembled width,max door width
118,12,0.06,assembled width,length
118,18,0.05,assembled width,height
118,57,0.048,assembled width,a/f
118,180,0.046,assembled width,dimension a
119,84,0.088,exit type,thread type
119,16,0.088,exit type,type
119,221,0.085,exit type,staple type
119,106,0.083,exit type,drive type
119,248,0.083,exit type,wheel type
119,43,0.083,exit type,threading type
119,83,0.069,exit type,door handle type
119,99,0.068,exit type,handle type
119,172,0.067,exit type,accessory type
119,217,0.067,exit type,packing type
120,157,0.429,mount hole diameter,hole diameter
120,237,0.199,mount hole diameter,mounting hole diameter
120,94,0.145,mount hole diameter,mount height
120,194,0.091,mount hole diameter,hole size
120,112,0.089,mount hole diameter,max hole spacing
120,97,0.087,mount hole diameter,rated load
120,146,0.087,mount hole diameter,hole center
120,235,0.079,mount hole diameter,thread length (l1)
120,177,0.076,mount hole diameter,nose diameter
120,247,0.075,mount hole diameter,wheel diameter
121,92,0.25,tap drill size,drill size
121,174,0.097,tap drill size,plate length
121,137,0.088,tap drill size,square size
121,95,0.063,tap drill size,bolt size
121,14,0.062,tap drill size,size
121,126,0.061,tap drill size,spindle size
121,109,0.059,tap drill size,hex key size
121,173,0.058,tap drill size,nut size
121,129,0.058,tap drill size,bore size
121,31,0.051,tap drill size,thread size
122,72,0.104,max user codes,max deflection
122,112,0.103,max user codes,max hole spacing
122,60,0.101,max user codes,max travel
122,136,0.075,max user codes,max door width
122,93,0.072,max user codes,max load
122,229,0.068,max user codes,max operating psi
122,143,0.048,max user codes,max door thickness
122,81,0.0,max user codes,backing material
122,82,0.0,max user codes,hardness
122,83,0.0,max user codes,door handle type
123,168,0.134,strike,ansi a156.16
123,12,0.058,strike,length
123,18,0.048,strike,height
123,57,0.046,strike,a/f
123,180,0.044,strike,dimension a
123,244,0.041,strike,base
123,96,0.04,strike,deflection
123,216,0.039,strike,bore
123,36,0.039,strike,depth
123,246,0.038,strike,offset
124,176,0.323,body diameter,body length
124,54,0.22,body diameter,stud length
124,210,0.212,body diameter,opening depth
124,48,0.12,body diameter,body material
124,157,0.102,body diameter,hole diameter
124,177,0.092,body diameter,nose diameter
124,247,0.091,body diameter,wheel diameter
124,85,0.09,body diameter,body finish
124,188,0.09,body diameter,bypass diameter
124,25,0.087,body diameter,diameter
125,12,0.088,radius,length
125,18,0.073,radius,height
125,57,0.071,radius,a/f
125,180,0.068,radius,dimension a
125,244,0.063,radius,base
125,96,0.061,radius,deflection
125,216,0.06,radius,bore
125,36,0.06,radius,depth
125,246,0.058,radius,offset
125,155,0.058,radius,projection
126,238,0.145,spindle size,spindle thread
126,137,0.133,spindle size,square size
126,150,0.127,spindle size,dimension w
126,200,0.125,spindle size,screw size
126,199,0.119,spindle size,clearance
126,218,0.113,spindle size,crown width
126,134,0.107,spindle size,male id
126,95,0.094,spindle size,bolt size
126,14,0.093,spindle size,size
126,109,0.089,spindle size,hex key size
127,57,0.168,threads per inch,a/f
127,39,0.101,threads per inch,thickness
127,15,0.088,threads per inch,unit of measurement
127,145,0.079,threads per inch,base height
127,77,0.076,threads per inch,mounting dimensions
127,151,0.072,threads per inch,hex size
127,230,0.07,threads per inch,voltage
127,253,0.0,threads per inch,military standard equivalent
127,85,0.0,threads per inch,body finish
127,84,0.0,threads per inch,thread type
128,166,0.278,thread (d2),d2 thread
128,108,0.21,thread (d2),thread (d1)
128,214,0.204,thread (d2),d2 tapped
128,183,0.2,thread (d2),d thread
128,102,0.183,thread (d2),dimension d2
128,37,0.165,thread (d2),thread length
128,26,0.15,thread (d2),thread
128,84,0.145,thread (d2),thread type
128,31,0.119,thread (d2),thread size
128,238,0.116,thread (d2),spindle thread
129,216,0.266,bore size,bore
129,137,0.127,bore size,square size
129,95,0.09,bore size,bolt size
129,14,0.089,bore size,size
129,126,0.088,bore size,spindle size
129,109,0.086,bore size,hex key size
129,173,0.084,bore size,nut size
129,92,0.074,bore size,drill size
129,31,0.074,bore size,thread size
129,194,0.073,bore size,hole size
130,14,0.137,swivel angle,size
130,4,0.036,swivel angle,meta_description
130,5,0.036,swivel angle,og_description
130,253,0.0,swivel angle,military standard equivalent
130,86,0.0,swivel angle,lock out
130,81,0.0,swivel angle,backing material
130,82,0.0,swivel angle,hardness
130,83,0.0,swivel angle,door handle type
130,84,0.0,swivel angle,thread type
130,85,0.0,swivel angle,body finish
131,178,0.137,flange diameter,flange thickness
131,107,0.109,flange diameter,torque
131,157,0.096,flange diameter,hole diameter
131,177,0.087,flange diameter,nose diameter
131,247,0.086,flange diameter,wheel diameter
131,188,0.084,flange diameter,bypass diameter
131,25,0.082,flange diameter,diameter
131,41,0.068,flange diameter,base diameter
131,124,0.068,flange diameter,body diameter
131,239,0.067,flange diameter,ball diameter
132,39,0.167,combined thickness,thickness
132,171,0.164,combined thickness,door thickness
132,141,0.141,combined thickness,wire thickness
132,236,0.123,combined thickness,plate thickness
132,178,0.123,combined thickness,flange thickness
132,205,0.121,combined thickness,mil thickness
132,66,0.092,combined thickness,fits door thickness
132,143,0.068,combined thickness,max door thickness
132,87,0.0,combined thickness,lock nut
132,86,0.0,combined thickness,lock out
133,134,0.22,female id,male id
133,81,0.0,female id,backing material
133,82,0.0,female id,hardness
133,83,0.0,female id,door handle type
133,84,0.0,female id,thread type
133,85,0.0,female id,body finish
133,86,0.0,female id,lock out
133,253,0.0,female id,military standard equivalent
133,79,0.0,female id,bumper width
133,87,0.0,female id,lock nut
134,133,0.22,male id,female id
134,150,0.121,male id,dimension w
134,199,0.112,male id,clearance
134,126,0.107,male id,spindle size
134,218,0.107,male id,crown width
134,168,0.082,male id,ansi a156.16
134,58,0.076,male id,mounting distance
134,200,0.065,male id,screw size
134,86,0.0,male id,lock out
134,85,0.0,male id,body finish
135,239,0.249,flat ball diameter,ball diameter
135,89,0.235,flat ball diameter,full ball diameter
135,60,0.135,flat ball diameter,max travel
135,88,0.106,flat ball diameter,ball height
135,75,0.094,flat ball diameter,ball material
135,157,0.093,flat ball diameter,hole diameter
135,177,0.062,flat ball diameter,nose diameter
135,247,0.061,flat ball diameter,wheel diameter
135,188,0.06,flat ball diameter,bypass diameter
135,25,0.058,flat ball diameter,diameter
136,143,0.143,max door width,max door thickness
136,171,0.118,max door width,door thickness
136,211,0.109,max door width,opening width
136,19,0.107,max door width,width
136,118,0.106,max door width,assembled width
136,218,0.084,max door width,crown width
136,175,0.083,max door width,plate width
136,79,0.082,max door width,bumper width
136,72,0.079,max door width,max deflection
136,112,0.078,max door width,max hole spacing
137,252,0.337,square size,shape
137,95,0.137,square size,bolt size
137,14,0.135,square size,size
137,126,0.133,square size,spindle size
137,109,0.13,square size,hex key size
137,129,0.127,square size,bore size
137,173,0.127,square size,nut size
137,92,0.112,square size,drill size
137,31,0.112,square size,thread size
137,194,0.11,square size,hole size
138,180,0.16,dimension l1,dimension a
138,150,0.101,dimension l1,dimension w
138,235,0.099,dimension l1,thread length (l1)
138,212,0.097,dimension l1,dimension b
138,153,0.094,dimension l1,dimension l3
138,181,0.093,dimension l1,dimension l
138,101,0.093,dimension l1,dimension h1
138,182,0.093,dimension l1,dimension e
138,102,0.075,dimension l1,dimension d2
138,152,0.075,dimension l1,dimension l2
139,108,0.194,dimension d1,thread (d1)
139,180,0.162,dimension d1,dimension a
139,29,0.116,dimension d1,weight capacity
139,150,0.102,dimension d1,dimension w
139,212,0.098,dimension d1,dimension b
139,153,0.096,dimension d1,dimension l3
139,101,0.094,dimension d1,dimension h1
139,181,0.094,dimension d1,dimension l
139,182,0.094,dimension d1,dimension e
139,233,0.09,dimension d1,base diameter (d1)
140,209,0.148,hooks opening,opening height
140,211,0.144,hooks opening,opening width
140,210,0.113,hooks opening,opening depth
140,78,0.0,hooks opening,cutting point
140,89,0.0,hooks opening,full ball diameter
140,88,0.0,hooks opening,ball height
140,87,0.0,hooks opening,lock nut
140,86,0.0,hooks opening,lock out
140,85,0.0,hooks opening,body finish
140,84,0.0,hooks opening,thread type
141,132,0.141,wire thickness,combined thickness
141,39,0.113,wire thickness,thickness
141,171,0.111,wire thickness,door thickness
141,236,0.083,wire thickness,plate thickness
141,178,0.083,wire thickness,flange thickness
141,205,0.081,wire thickness,mil thickness
141,66,0.062,wire thickness,fits door thickness
141,143,0.046,wire thickness,max door thickness
141,87,0.0,wire thickness,lock nut
141,86,0.0,wire thickness,lock out
142,94,0.0,rohs compliant,mount height
142,92,0.0,rohs compliant,drill size
142,91,0.0,rohs compliant,top screw/rod diameter
142,90,0.0,rohs compliant,similar to
142,89,0.0,rohs compliant,full ball diameter
142,88,0.0,rohs compliant,ball height
142,87,0.0,rohs compliant,lock nut
142,86,0.0,rohs compliant,lock out
142,85,0.0,rohs compliant,body finish
142,84,0.0,rohs compliant,thread type
143,171,0.21,max door thickness,door thickness
143,192,0.164,max door thickness,stud
143,136,0.143,max door thickness,max door width
143,191,0.126,max door thickness,temperature resistance
143,66,0.118,max door thickness,fits door thickness
143,132,0.068,max door thickness,combined thickness
143,39,0.068,max door thickness,thickness
143,71,0.061,max door thickness,package includes
143,72,0.051,max door thickness,max deflection
143,90,0.05,max door thickness,similar to
144,89,0.089,resistance,full ball diameter
144,68,0.077,resistance,end pressure full
144,191,0.072,resistance,temperature resistance
144,34,0.068,resistance,full or partial thread
144,197,0.064,resistance,sight glass material
144,90,0.0,resistance,similar to
144,88,0.0,resistance,ball height
144,87,0.0,resistance,lock nut
144,79,0.0,resistance,bumper width
144,86,0.0,resistance,lock out
145,57,0.469,base height,a/f
145,39,0.281,base height,thickness
145,231,0.246,base height,base height (l2)
145,244,0.231,base height,base
145,18,0.213,base height,height
145,77,0.212,base height,mounting dimensions
145,209,0.122,base height,opening height
145,41,0.122,base height,base diameter
145,94,0.121,base height,mount height
145,208,0.092,base height,overall frame height
146,157,0.169,hole center,hole diameter
146,194,0.1,hole center,hole size
146,112,0.098,hole center,max hole spacing
146,237,0.088,hole center,mounting hole diameter
146,120,0.087,hole center,mount hole diameter
146,12,0.046,hole center,length
146,18,0.038,hole center,height
146,57,0.037,hole center,a/f
146,180,0.036,hole center,dimension a
146,244,0.033,hole center,base
147,12,0.088,backset,length
147,18,0.073,backset,height
147,57,0.071,backset,a/f
147,180,0.068,backset,dimension a
147,244,0.063,backset,base
147,96,0.061,backset,deflection
147,216,0.06,backset,bore
147,36,0.06,backset,depth
147,125,0.058,backset,radius
147,246,0.058,backset,offset
148,158,0.199,latch,rating
148,56,0.16,latch,fire rating
148,86,0.0,latch,lock out
148,81,0.0,latch,backing material
148,82,0.0,latch,hardness
148,83,0.0,latch,door handle type
148,84,0.0,latch,thread type
148,85,0.0,latch,body finish
148,253,0.0,latch,military standard equivalent
148,80,0.0,latch,bumper height
149,161,0.389,number of keys,number of items
149,100,0.316,number of keys,number of screw holes
149,35,0.309,number of keys,number of pieces
149,6,0.096,number of keys,manufacturers part number
149,11,0.09,number of keys,country of origin
149,202,0.082,number of keys,compatible part/model number
149,169,0.078,number of keys,feet of head
149,15,0.078,number of keys,unit of measurement
149,88,0.0,number of keys,ball height
149,87,0.0,number of keys,lock nut
150,199,0.35,dimension w,clearance
150,58,0.236,dimension w,mounting distance
150,180,0.221,dimension w,dimension a
150,212,0.134,dimension w,dimension b
150,153,0.13,dimension w,dimension l3
150,101,0.129,dimension w,dimension h1
150,181,0.129,dimension w,dimension l
150,182,0.129,dimension w,dimension e
150,126,0.127,dimension w,spindle size
150,218,0.127,dimension w,crown width
151,57,0.176,hex size,a/f
151,109,0.176,hex size,hex key size
151,20,0.15,hex size,head
151,165,0.109,hex size,int. hex
151,39,0.106,hex size,thickness
151,137,0.106,hex size,square size
151,232,0.101,hex size,hex flats (a/f)
151,145,0.083,hex size,base height
151,77,0.08,hex size,mounting dimensions
151,95,0.075,hex size,bolt size
152,239,0.271,dimension l2,ball diameter
152,180,0.164,dimension l2,dimension a
152,215,0.121,dimension l2,l2 min
152,150,0.103,dimension l2,dimension w
152,212,0.099,dimension l2,dimension b
152,153,0.097,dimension l2,dimension l3
152,181,0.095,dimension l2,dimension l
152,182,0.095,dimension l2,dimension e
152,101,0.095,dimension l2,dimension h1
152,231,0.09,dimension l2,base height (l2)
153,180,0.207,dimension l3,dimension a
153,234,0.143,dimension l3,pad height (l3)
153,150,0.13,dimension l3,dimension w
153,212,0.125,dimension l3,dimension b
153,101,0.12,dimension l3,dimension h1
153,181,0.12,dimension l3,dimension l
153,182,0.12,dimension l3,dimension e
153,102,0.097,dimension l3,dimension d2
153,152,0.097,dimension l3,dimension l2
153,213,0.096,dimension l3,dimension l4
154,212,0.398,dimension d3,dimension b
154,180,0.162,dimension d3,dimension a
154,222,0.124,dimension d3,sheet capacity
154,150,0.102,dimension d3,dimension w
154,153,0.096,dimension d3,dimension l3
154,182,0.094,dimension d3,dimension e
154,181,0.094,dimension d3,dimension l
154,101,0.094,dimension d3,dimension h1
154,102,0.076,dimension d3,dimension d2
154,152,0.076,dimension d3,dimension l2
155,12,0.088,projection,length
155,18,0.073,projection,height
155,57,0.071,projection,a/f
155,180,0.068,projection,dimension a
155,244,0.063,projection,base
155,96,0.061,projection,deflection
155,216,0.06,projection,bore
155,36,0.06,projection,depth
155,125,0.058,projection,radius
155,246,0.058,projection,offset
156,102,0.264,nose length,dimension d2
156,177,0.17,nose length,nose diameter
156,12,0.139,nose length,length
156,37,0.115,nose length,thread length
156,65,0.114,nose length,nose material
156,185,0.114,nose length,staple length
156,98,0.111,nose length,handle length
156,219,0.106,nose length,leg length
156,176,0.088,nose length,body length
156,54,0.086,nose length,stud length
157,237,0.433,hole diameter,mounting hole diameter
157,120,0.429,hole diameter,mount hole diameter
157,112,0.206,hole diameter,max hole spacing
157,194,0.177,hole diameter,hole size
157,146,0.169,hole diameter,hole center
157,177,0.13,hole diameter,nose diameter
157,247,0.128,hole diameter,wheel diameter
157,188,0.126,hole diameter,bypass diameter
157,25,0.122,hole diameter,diameter
157,50,0.111,hole diameter,inner diameter
158,56,0.366,rating,fire rating
158,148,0.199,rating,latch
158,86,0.0,rating,lock out
158,81,0.0,rating,backing material
158,82,0.0,rating,hardness
